 Frame,  Time,EMG Signal 1~5,
 11397,11.397,        56.019,
 11398,11.398,        55.592,
 11399,11.399,        55.210,
 11400,11.400,        54.873,
 11401,11.401,        54.581,
 11402,11.402,        54.330,
 11403,11.403,        54.122,
 11404,11.404,        53.954,
 11405,11.405,        53.826,
 11406,11.406,        53.737,
 11407,11.407,        53.685,
 11408,11.408,        53.670,
 11409,11.409,        53.692,
 11410,11.410,        53.748,
 11411,11.411,        53.840,
 11412,11.412,        53.965,
 11413,11.413,        54.123,
 11414,11.414,        54.313,
 11415,11.415,        54.535,
 11416,11.416,        54.788,
 11417,11.417,        55.072,
 11418,11.418,        55.385,
 11419,11.419,        55.727,
 11420,11.420,        56.098,
 11421,11.421,        56.497,
 11422,11.422,        56.922,
 11423,11.423,        57.374,
 11424,11.424,        57.851,
 11425,11.425,        58.354,
 11426,11.426,        58.880,
 11427,11.427,        59.430,
 11428,11.428,        60.002,
 11429,11.429,        60.596,
 11430,11.430,        61.210,
 11431,11.431,        61.843,
 11432,11.432,        62.495,
 11433,11.433,        63.162,
 11434,11.434,        63.845,
 11435,11.435,        64.541,
 11436,11.436,        65.247,
 11437,11.437,        65.963,
 11438,11.438,        66.684,
 11439,11.439,        67.410,
 11440,11.440,        68.136,
 11441,11.441,        68.859,
 11442,11.442,        69.577,
 11443,11.443,        70.285,
 11444,11.444,        70.980,
 11445,11.445,        71.657,
 11446,11.446,        72.313,
 11447,11.447,        72.944,
 11448,11.448,        73.544,
 11449,11.449,        74.111,
 11450,11.450,        74.639,
 11451,11.451,        75.125,
 11452,11.452,        75.565,
 11453,11.453,        75.955,
 11454,11.454,        76.292,
 11455,11.455,        76.574,
 11456,11.456,        76.796,
 11457,11.457,        76.959,
 11458,11.458,        77.059,
 11459,11.459,        77.096,
 11460,11.460,        77.069,
 11461,11.461,        76.979,
 11462,11.462,        76.827,
 11463,11.463,        76.614,
 11464,11.464,        76.343,
 11465,11.465,        76.016,
 11466,11.466,        75.637,
 11467,11.467,        75.209,
 11468,11.468,        74.739,
 11469,11.469,        74.231,
 11470,11.470,        73.690,
 11471,11.471,        73.124,
 11472,11.472,        72.538,
 11473,11.473,        71.940,
 11474,11.474,        71.336,
 11475,11.475,        70.735,
 11476,11.476,        70.142,
 11477,11.477,        69.566,
 11478,11.478,        69.012,
 11479,11.479,        68.490,
 11480,11.480,        68.004,
 11481,11.481,        67.562,
 11482,11.482,        67.170,
 11483,11.483,        66.832,
 11484,11.484,        66.555,
 11485,11.485,        66.342,
 11486,11.486,        66.199,
 11487,11.487,        66.127,
 11488,11.488,        66.131,
 11489,11.489,        66.211,
 11490,11.490,        66.370,
 11491,11.491,        66.608,
 11492,11.492,        66.924,
 11493,11.493,        67.318,
 11494,11.494,        67.788,
 11495,11.495,        68.331,
 11496,11.496,        68.944,
 11497,11.497,        69.622,
 11498,11.498,        70.362,
 11499,11.499,        71.156,
 11500,11.500,        71.999,
 11501,11.501,        72.885,
 11502,11.502,        73.804,
 11503,11.503,        74.750,
 11504,11.504,        75.714,
 11505,11.505,        76.686,
 11506,11.506,        77.659,
 11507,11.507,        78.623,
 11508,11.508,        79.569,
 11509,11.509,        80.487,
 11510,11.510,        81.369,
 11511,11.511,        82.205,
 11512,11.512,        82.988,
 11513,11.513,        83.708,
 11514,11.514,        84.359,
 11515,11.515,        84.932,
 11516,11.516,        85.422,
 11517,11.517,        85.822,
 11518,11.518,        86.127,
 11519,11.519,        86.332,
 11520,11.520,        86.432,
 11521,11.521,        86.424,
 11522,11.522,        86.305,
 11523,11.523,        86.072,
 11524,11.524,        85.724,
 11525,11.525,        85.259,
 11526,11.526,        84.678,
 11527,11.527,        83.979,
 11528,11.528,        83.163,
 11529,11.529,        82.232,
 11530,11.530,        81.186,
 11531,11.531,        80.029,
 11532,11.532,        78.762,
 11533,11.533,        77.390,
 11534,11.534,        75.915,
 11535,11.535,        74.342,
 11536,11.536,        72.676,
 11537,11.537,        70.922,
 11538,11.538,        69.087,
 11539,11.539,        67.175,
 11540,11.540,        65.195,
 11541,11.541,        63.153,
 11542,11.542,        61.057,
 11543,11.543,        58.915,
 11544,11.544,        56.735,
 11545,11.545,        54.525,
 11546,11.546,        52.294,
 11547,11.547,        50.051,
 11548,11.548,        47.804,
 11549,11.549,        45.561,
 11550,11.550,        43.332,
 11551,11.551,        41.125,
 11552,11.552,        38.948,
 11553,11.553,        36.809,
 11554,11.554,        34.715,
 11555,11.555,        32.674,
 11556,11.556,        30.693,
 11557,11.557,        28.777,
 11558,11.558,        26.933,
 11559,11.559,        25.167,
 11560,11.560,        23.483,
 11561,11.561,        21.885,
 11562,11.562,        20.377,
 11563,11.563,        18.964,
 11564,11.564,        17.646,
 11565,11.565,        16.427,
 11566,11.566,        15.308,
 11567,11.567,        14.290,
 11568,11.568,        13.374,
 11569,11.569,        12.559,
 11570,11.570,        11.844,
 11571,11.571,        11.229,
 11572,11.572,        10.711,
 11573,11.573,        10.288,
 11574,11.574,         9.958,
 11575,11.575,         9.717,
 11576,11.576,         9.562,
 11577,11.577,         9.488,
 11578,11.578,         9.492,
 11579,11.579,         9.567,
 11580,11.580,         9.710,
 11581,11.581,         9.915,
 11582,11.582,        10.176,
 11583,11.583,        10.487,
 11584,11.584,        10.843,
 11585,11.585,        11.238,
 11586,11.586,        11.666,
 11587,11.587,        12.120,
 11588,11.588,        12.594,
 11589,11.589,        13.084,
 11590,11.590,        13.583,
 11591,11.591,        14.085,
 11592,11.592,        14.586,
 11593,11.593,        15.080,
 11594,11.594,        15.563,
 11595,11.595,        16.030,
 11596,11.596,        16.478,
 11597,11.597,        16.902,
 11598,11.598,        17.301,
 11599,11.599,        17.671,
 11600,11.600,        18.010,
 11601,11.601,        18.318,
 11602,11.602,        18.591,
 11603,11.603,        18.832,
 11604,11.604,        19.038,
 11605,11.605,        19.212,
 11606,11.606,        19.354,
 11607,11.607,        19.466,
 11608,11.608,        19.550,
 11609,11.609,        19.609,
 11610,11.610,        19.646,
 11611,11.611,        19.665,
 11612,11.612,        19.670,
 11613,11.613,        19.665,
 11614,11.614,        19.656,
 11615,11.615,        19.647,
 11616,11.616,        19.643,
 11617,11.617,        19.651,
 11618,11.618,        19.676,
 11619,11.619,        19.723,
 11620,11.620,        19.799,
 11621,11.621,        19.909,
 11622,11.622,        20.059,
 11623,11.623,        20.255,
 11624,11.624,        20.501,
 11625,11.625,        20.804,
 11626,11.626,        21.167,
 11627,11.627,        21.595,
 11628,11.628,        22.091,
 11629,11.629,        22.660,
 11630,11.630,        23.303,
 11631,11.631,        24.023,
 11632,11.632,        24.821,
 11633,11.633,        25.697,
 11634,11.634,        26.653,
 11635,11.635,        27.686,
 11636,11.636,        28.795,
 11637,11.637,        29.977,
 11638,11.638,        31.230,
 11639,11.639,        32.548,
 11640,11.640,        33.927,
 11641,11.641,        35.362,
 11642,11.642,        36.844,
 11643,11.643,        38.368,
 11644,11.644,        39.925,
 11645,11.645,        41.506,
 11646,11.646,        43.103,
 11647,11.647,        44.705,
 11648,11.648,        46.303,
 11649,11.649,        47.885,
 11650,11.650,        49.443,
 11651,11.651,        50.964,
 11652,11.652,        52.439,
 11653,11.653,        53.857,
 11654,11.654,        55.208,
 11655,11.655,        56.481,
 11656,11.656,        57.668,
 11657,11.657,        58.759,
 11658,11.658,        59.747,
 11659,11.659,        60.624,
 11660,11.660,        61.383,
 11661,11.661,        62.019,
 11662,11.662,        62.528,
 11663,11.663,        62.905,
 11664,11.664,        63.148,
 11665,11.665,        63.256,
 11666,11.666,        63.229,
 11667,11.667,        63.068,
 11668,11.668,        62.774,
 11669,11.669,        62.350,
 11670,11.670,        61.802,
 11671,11.671,        61.133,
 11672,11.672,        60.349,
 11673,11.673,        59.458,
 11674,11.674,        58.467,
 11675,11.675,        57.384,
 11676,11.676,        56.218,
 11677,11.677,        54.978,
 11678,11.678,        53.674,
 11679,11.679,        52.316,
 11680,11.680,        50.914,
 11681,11.681,        49.478,
 11682,11.682,        48.020,
 11683,11.683,        46.550,
 11684,11.684,        45.079,
 11685,11.685,        43.617,
 11686,11.686,        42.174,
 11687,11.687,        40.761,
 11688,11.688,        39.387,
 11689,11.689,        38.062,
 11690,11.690,        36.795,
 11691,11.691,        35.594,
 11692,11.692,        34.468,
 11693,11.693,        33.424,
 11694,11.694,        32.468,
 11695,11.695,        31.608,
 11696,11.696,        30.848,
 11697,11.697,        30.195,
 11698,11.698,        29.651,
 11699,11.699,        29.221,
 11700,11.700,        28.908,
 11701,11.701,        28.714,
 11702,11.702,        28.639,
 11703,11.703,        28.686,
 11704,11.704,        28.854,
 11705,11.705,        29.141,
 11706,11.706,        29.548,
 11707,11.707,        30.072,
 11708,11.708,        30.711,
 11709,11.709,        31.461,
 11710,11.710,        32.318,
 11711,11.711,        33.278,
 11712,11.712,        34.337,
 11713,11.713,        35.489,
 11714,11.714,        36.728,
 11715,11.715,        38.049,
 11716,11.716,        39.444,
 11717,11.717,        40.907,
 11718,11.718,        42.432,
 11719,11.719,        44.010,
 11720,11.720,        45.636,
 11721,11.721,        47.300,
 11722,11.722,        48.997,
 11723,11.723,        50.718,
 11724,11.724,        52.456,
 11725,11.725,        54.205,
 11726,11.726,        55.957,
 11727,11.727,        57.706,
 11728,11.728,        59.446,
 11729,11.729,        61.169,
 11730,11.730,        62.872,
 11731,11.731,        64.548,
 11732,11.732,        66.193,
 11733,11.733,        67.803,
 11734,11.734,        69.374,
 11735,11.735,        70.903,
 11736,11.736,        72.388,
 11737,11.737,        73.827,
 11738,11.738,        75.218,
 11739,11.739,        76.560,
 11740,11.740,        77.854,
 11741,11.741,        79.098,
 11742,11.742,        80.294,
 11743,11.743,        81.442,
 11744,11.744,        82.543,
 11745,11.745,        83.598,
 11746,11.746,        84.608,
 11747,11.747,        85.574,
 11748,11.748,        86.497,
 11749,11.749,        87.378,
 11750,11.750,        88.217,
 11751,11.751,        89.014,
 11752,11.752,        89.771,
 11753,11.753,        90.486,
 11754,11.754,        91.158,
 11755,11.755,        91.786,
 11756,11.756,        92.368,
 11757,11.757,        92.902,
 11758,11.758,        93.385,
 11759,11.759,        93.815,
 11760,11.760,        94.188,
 11761,11.761,        94.500,
 11762,11.762,        94.747,
 11763,11.763,        94.925,
 11764,11.764,        95.030,
 11765,11.765,        95.058,
 11766,11.766,        95.006,
 11767,11.767,        94.868,
 11768,11.768,        94.642,
 11769,11.769,        94.325,
 11770,11.770,        93.914,
 11771,11.771,        93.408,
 11772,11.772,        92.805,
 11773,11.773,        92.104,
 11774,11.774,        91.306,
 11775,11.775,        90.412,
 11776,11.776,        89.423,
 11777,11.777,        88.343,
 11778,11.778,        87.174,
 11779,11.779,        85.921,
 11780,11.780,        84.589,
 11781,11.781,        83.184,
 11782,11.782,        81.712,
 11783,11.783,        80.179,
 11784,11.784,        78.594,
 11785,11.785,        76.964,
 11786,11.786,        75.297,
 11787,11.787,        73.601,
 11788,11.788,        71.886,
 11789,11.789,        70.160,
 11790,11.790,        68.431,
 11791,11.791,        66.708,
 11792,11.792,        65.001,
 11793,11.793,        63.315,
 11794,11.794,        61.661,
 11795,11.795,        60.045,
 11796,11.796,        58.474,
 11797,11.797,        56.954,
 11798,11.798,        55.493,
 11799,11.799,        54.094,
 11800,11.800,        52.762,
 11801,11.801,        51.501,
 11802,11.802,        50.315,
 11803,11.803,        49.206,
 11804,11.804,        48.174,
 11805,11.805,        47.222,
 11806,11.806,        46.348,
 11807,11.807,        45.553,
 11808,11.808,        44.835,
 11809,11.809,        44.192,
 11810,11.810,        43.621,
 11811,11.811,        43.119,
 11812,11.812,        42.682,
 11813,11.813,        42.305,
 11814,11.814,        41.983,
 11815,11.815,        41.711,
 11816,11.816,        41.484,
 11817,11.817,        41.294,
 11818,11.818,        41.137,
 11819,11.819,        41.005,
 11820,11.820,        40.891,
 11821,11.821,        40.789,
 11822,11.822,        40.692,
 11823,11.823,        40.594,
 11824,11.824,        40.486,
 11825,11.825,        40.363,
 11826,11.826,        40.219,
 11827,11.827,        40.047,
 11828,11.828,        39.840,
 11829,11.829,        39.595,
 11830,11.830,        39.305,
 11831,11.831,        38.965,
 11832,11.832,        38.573,
 11833,11.833,        38.123,
 11834,11.834,        37.613,
 11835,11.835,        37.041,
 11836,11.836,        36.404,
 11837,11.837,        35.702,
 11838,11.838,        34.934,
 11839,11.839,        34.102,
 11840,11.840,        33.205,
 11841,11.841,        32.246,
 11842,11.842,        31.229,
 11843,11.843,        30.156,
 11844,11.844,        29.031,
 11845,11.845,        27.862,
 11846,11.846,        26.652,
 11847,11.847,        25.409,
 11848,11.848,        24.140,
 11849,11.849,        22.854,
 11850,11.850,        21.558,
 11851,11.851,        20.263,
 11852,11.852,        18.979,
 11853,11.853,        17.715,
 11854,11.854,        16.482,
 11855,11.855,        15.292,
 11856,11.856,        14.157,
 11857,11.857,        13.087,
 11858,11.858,        12.096,
 11859,11.859,        11.195,
 11860,11.860,        10.396,
 11861,11.861,         9.712,
 11862,11.862,         9.154,
 11863,11.863,         8.734,
 11864,11.864,         8.464,
 11865,11.865,         8.355,
 11866,11.866,         8.417,
 11867,11.867,         8.660,
 11868,11.868,         9.092,
 11869,11.869,         9.724,
 11870,11.870,        10.561,
 11871,11.871,        11.610,
 11872,11.872,        12.877,
 11873,11.873,        14.365,
 11874,11.874,        16.078,
 11875,11.875,        18.016,
 11876,11.876,        20.180,
 11877,11.877,        22.568,
 11878,11.878,        25.178,
 11879,11.879,        28.004,
 11880,11.880,        31.040,
 11881,11.881,        34.279,
 11882,11.882,        37.712,
 11883,11.883,        41.326,
 11884,11.884,        45.110,
 11885,11.885,        49.049,
 11886,11.886,        53.127,
 11887,11.887,        57.327,
 11888,11.888,        61.632,
 11889,11.889,        66.020,
 11890,11.890,        70.470,
 11891,11.891,        74.962,
 11892,11.892,        79.471,
 11893,11.893,        83.974,
 11894,11.894,        88.447,
 11895,11.895,        92.864,
 11896,11.896,        97.201,
 11897,11.897,       101.433,
 11898,11.898,       105.534,
